record_id,name,category,region,year,score,value
1000954,Irem Tekin,fashion,Southeast,2018,50,3093
1000955,Ece Tekin,grocery,Aegean,2024,76,2321
1000956,Deniz Celik,toys,Central Anatolia,2021,62,870
1000957,Seda Demir,sports,Aegean,2022,62,1165
1000958,Zeynep Aydin,electronics,Southeast,2018,46,2881
1000959,Mert Sahin,books,Southeast,2020,46,2771
1000960,Yigit Sahin,toys,Black Sea,2019,87,1661
1000961,Kerem Demir,grocery,Central Anatolia,2023,74,3095
1000962,Deniz Polat,sports,Central Anatolia,2022,83,4055
1000963,Asli Aksoy,fashion,Aegean,2018,91,3463
1000964,Yigit Polat,sports,Black Sea,2020,88,4610
1000965,Can Yilmaz,home,Mediterranean,2022,69,1083
1000966,Can Demir,grocery,Black Sea,2020,40,1804
1000967,Can Tas,grocery,Marmara,2021,86,3954
1000968,Seda Arslan,grocery,Southeast,2024,76,3684
1000969,Mert Gunes,home,Black Sea,2025,52,3831
1000970,Kerem Aksoy,books,Marmara,2023,99,2417
1000971,Can Demir,grocery,Marmara,2020,42,4692
1000972,Seda Tekin,electronics,Central Anatolia,2019,100,4219
1000973,Can Celik,fashion,Central Anatolia,2022,51,4270
1000974,Can Sahin,books,Marmara,2021,49,3087
1000975,Kerem Polat,home,Marmara,2020,46,1329
1000976,Melis Aydin,electronics,Black Sea,2020,43,4325
1000977,Ece Arslan,fashion,Mediterranean,2025,98,3215
1000978,Irem Tas,electronics,Black Sea,2020,86,2036
1000979,Melis Aksoy,fashion,Mediterranean,2019,53,956
1000980,Yigit Yilmaz,home,Marmara,2020,100,2525
1000981,Yigit Gunes,electronics,Mediterranean,2020,74,4698
1000982,Yigit Kurt,fashion,Black Sea,2020,93,2979
1000983,Irem Yaman,fashion,Marmara,2020,92,1656
1000984,Can Demir,fashion,Marmara,2020,94,4415
1000985,Burak Gunes,fashion,Mediterranean,2021,73,3936
1000986,Irem Yilmaz,fashion,Southeast,2025,99,4005
1000987,Asli Aksoy,fashion,Black Sea,2020,56,4293
1000988,Elif Aksoy,fashion,Marmara,2022,78,4160
1000989,Derya Demir,sports,Central Anatolia,2021,100,4692
1000990,Asli Tas,fashion,Central Anatolia,2025,98,4802
1000991,Elif Sahin,home,Marmara,2025,92,3061
1000992,Burak Aydin,fashion,Central Anatolia,2023,81,2003
1000993,Elif Celik,fashion,Aegean,2024,83,3543
1000994,Melis Demir,books,Marmara,2018,95,1206
1000995,Deniz Aydin,sports,Aegean,2024,48,1632
1000996,Deniz Tekin,toys,Central Anatolia,2019,63,4953
1000997,Ece Polat,sports,Black Sea,2019,94,604
1000998,Kerem Celik,toys,Southeast,2025,48,1509
1000999,Seda Tekin,home,Southeast,2019,53,1503
1001000,Melis Kurt,grocery,Aegean,2021,93,3999
1001001,Can Polat,home,Mediterranean,2023,88,2563
1001002,Asli Arslan,home,Central Anatolia,2022,63,2474
1001003,Irem Gunes,grocery,Central Anatolia,2023,62,3759
1001004,Deniz Yilmaz,books,Mediterranean,2021,81,3265
1001005,Seda Aydin,electronics,Black Sea,2022,72,2504
1001006,Melis Demir,home,Black Sea,2018,63,657
1001007,Asli Tas,fashion,Mediterranean,2024,92,4128
1001008,Ayse Gunes,grocery,Central Anatolia,2023,80,1134
1001009,Ece Celik,grocery,Aegean,2022,47,817
1001010,Can Tekin,books,Aegean,2018,96,2510
1001011,Kerem Demir,home,Mediterranean,2025,66,1823
1001012,Ayse Tas,grocery,Marmara,2019,51,3568
1001013,Yigit Yaman,sports,Southeast,2025,87,4018
1001014,Asli Sahin,books,Mediterranean,2022,70,3402
1001015,Asli Yilmaz,grocery,Southeast,2020,43,4550
1001016,Kerem Polat,grocery,Central Anatolia,2025,100,4360
1001017,Zeynep Gunes,grocery,Southeast,2019,57,4648
1001018,Melis Sahin,sports,Mediterranean,2021,78,3483
1001019,Seda Tekin,fashion,Southeast,2021,81,4114
1001020,Emre Aydin,fashion,Central Anatolia,2018,100,4405
1001021,Can Kurt,electronics,Southeast,2025,43,4930
1001022,Ayse Polat,sports,Marmara,2025,69,4397
1001023,Ece Kaya,fashion,Southeast,2025,61,760
1001024,Can Aydin,sports,Marmara,2023,90,4650
1001025,Derya Celik,sports,Southeast,2023,82,1765
1001026,Ece Aydin,electronics,Black Sea,2023,56,1957
1001027,Asli Celik,electronics,Marmara,2025,92,1292
1001028,Asli Tekin,fashion,Aegean,2025,90,761
1001029,Seda Yilmaz,toys,Southeast,2022,52,3767
1001030,Yigit Aksoy,home,Aegean,2018,49,3934
1001031,Emre Polat,grocery,Marmara,2018,61,1850
1001032,Can Yaman,sports,Aegean,2024,74,687
1001033,Ece Polat,grocery,Southeast,2018,78,1575
1001034,Burak Polat,sports,Southeast,2023,41,3064
1001035,Seda Celik,fashion,Southeast,2022,69,2886
1001036,Deniz Kurt,grocery,Mediterranean,2021,55,1764
1001037,Kerem Yilmaz,toys,Southeast,2023,91,508
1001038,Mert Tas,books,Aegean,2018,85,982
1001039,Deniz Sahin,grocery,Aegean,2018,44,3076
1001040,Elif Demir,home,Marmara,2019,54,4734
1001041,Zeynep Aksoy,sports,Southeast,2019,92,4310
1001042,Irem Gunes,home,Mediterranean,2022,76,2308
1001043,Ece Yilmaz,sports,Southeast,2022,76,2779
1001044,Ayse Kurt,electronics,Southeast,2020,46,626
1001045,Mert Yilmaz,toys,Mediterranean,2022,98,2640
1001046,Burak Yaman,home,Black Sea,2021,77,3150
1001047,Asli Celik,books,Black Sea,2020,69,1152
1001048,Burak Celik,electronics,Black Sea,2024,97,4204
1001049,Kerem Yilmaz,home,Southeast,2024,72,3539
1001050,Burak Yilmaz,grocery,Southeast,2023,74,1513
1001051,Elif Sahin,home,Marmara,2020,60,4005
1001052,Deniz Aydin,electronics,Marmara,2018,81,735
1001053,Kerem Sahin,toys,Southeast,2022,78,2733
1001054,Zeynep Aksoy,fashion,Aegean,2025,89,2430
1001055,Zeynep Tekin,books,Southeast,2020,61,2555
1001056,Asli Aksoy,toys,Mediterranean,2025,87,2828
1001057,Deniz Tas,home,Marmara,2022,41,2511
1001058,Can Demir,electronics,Aegean,2025,53,3373
1001059,Zeynep Celik,home,Marmara,2022,77,3128
1001060,Seda Celik,grocery,Marmara,2019,91,1310
1001061,Mert Kaya,toys,Central Anatolia,2021,66,2861
1001062,Ayse Tekin,home,Southeast,2018,66,802
1001063,Seda Kaya,toys,Southeast,2023,84,2345
1001064,Derya Demir,toys,Central Anatolia,2023,88,4965
1001065,Burak Kurt,sports,Aegean,2021,98,3811
1001066,Yigit Aksoy,electronics,Central Anatolia,2024,72,1241
1001067,Seda Yilmaz,toys,Southeast,2025,40,4945
1001068,Deniz Yilmaz,fashion,Black Sea,2020,73,3454
1001069,Seda Arslan,fashion,Southeast,2022,98,1309
1001070,Asli Kaya,books,Central Anatolia,2020,88,1737
1001071,Irem Demir,sports,Aegean,2023,96,4930
1001072,Mert Tas,grocery,Central Anatolia,2024,65,4988
1001073,Derya Aydin,electronics,Black Sea,2019,52,1182
1001074,Ayse Yilmaz,grocery,Black Sea,2021,63,1825
1001075,Yigit Kaya,electronics,Southeast,2025,74,4848
1001076,Derya Yaman,toys,Mediterranean,2022,88,2733
1001077,Burak Gunes,electronics,Black Sea,2025,93,3450
1001078,Deniz Demir,toys,Central Anatolia,2021,67,1381
1001079,Melis Kurt,electronics,Central Anatolia,2023,82,3368
1001080,Ayse Kurt,sports,Marmara,2023,67,506
1001081,Yigit Arslan,sports,Marmara,2019,78,3979
1001082,Melis Yilmaz,grocery,Marmara,2023,46,1521
1001083,Elif Tekin,sports,Mediterranean,2019,56,1668
1001084,Deniz Demir,fashion,Mediterranean,2020,67,4722
1001085,Ayse Aksoy,sports,Black Sea,2023,57,3694
1001086,Irem Demir,sports,Central Anatolia,2019,47,3563
1001087,Asli Tas,home,Marmara,2025,80,3209
1001088,Yigit Yaman,toys,Black Sea,2018,61,2342
1001089,Mert Yilmaz,fashion,Central Anatolia,2022,40,4261
1001090,Derya Aksoy,sports,Central Anatolia,2023,93,4719
1001091,Zeynep Tas,toys,Southeast,2021,75,1102
1001092,Melis Kaya,toys,Central Anatolia,2024,58,1055
1001093,Deniz Arslan,fashion,Central Anatolia,2019,73,1712
1001094,Yigit Sahin,books,Southeast,2024,62,2657
1001095,Mert Gunes,books,Aegean,2024,48,3531
1001096,Mert Celik,grocery,Aegean,2025,82,2292
1001097,Burak Tas,toys,Mediterranean,2025,86,2664
1001098,Ece Celik,electronics,Southeast,2022,99,672
1001099,Derya Demir,electronics,Black Sea,2020,92,1841
1001100,Deniz Arslan,grocery,Central Anatolia,2025,98,1740
1001101,Mert Kaya,sports,Central Anatolia,2022,51,3571
1001102,Melis Yaman,home,Aegean,2020,47,4166
1001103,Asli Celik,grocery,Black Sea,2024,45,3993
1001104,Melis Gunes,toys,Mediterranean,2021,74,3793
1001105,Asli Yilmaz,toys,Central Anatolia,2018,43,643
1001106,Zeynep Arslan,home,Aegean,2024,75,1109
1001107,Burak Arslan,grocery,Central Anatolia,2019,67,3028
1001108,Elif Tas,sports,Marmara,2019,61,2005
1001109,Yigit Yaman,toys,Aegean,2022,76,4732
1001110,Ayse Demir,electronics,Mediterranean,2020,74,4735
1001111,Ayse Tekin,sports,Mediterranean,2019,44,572
1001112,Emre Celik,home,Southeast,2024,96,2015
1001113,Burak Kaya,home,Central Anatolia,2022,82,4781
1001114,Ayse Aydin,electronics,Black Sea,2019,48,3896
1001115,Yigit Gunes,toys,Mediterranean,2021,52,2694
1001116,Can Arslan,sports,Mediterranean,2020,87,4178
1001117,Irem Aydin,grocery,Mediterranean,2021,81,505
1001118,Mert Aydin,fashion,Southeast,2018,64,4378
1001119,Yigit Yaman,fashion,Southeast,2018,45,2607
1001120,Asli Tas,grocery,Southeast,2019,76,1506
1001121,Ece Sahin,grocery,Mediterranean,2020,44,4713
1001122,Melis Tekin,toys,Mediterranean,2023,44,3487
1001123,Melis Yilmaz,electronics,Southeast,2024,58,549
1001124,Ayse Kaya,fashion,Central Anatolia,2023,93,762
1001125,Can Kurt,fashion,Marmara,2025,84,3176
1001126,Seda Yaman,toys,Central Anatolia,2024,41,705
1001127,Emre Kaya,toys,Mediterranean,2019,62,3562
1001128,Zeynep Arslan,grocery,Marmara,2024,48,1019
1001129,Seda Sahin,fashion,Aegean,2018,50,1454
1001130,Mert Yaman,toys,Marmara,2021,87,4065
1001131,Zeynep Demir,grocery,Black Sea,2021,60,1075
1001132,Mert Demir,electronics,Marmara,2018,66,1366
1001133,Seda Yilmaz,sports,Mediterranean,2022,94,4322
1001134,Mert Kurt,home,Mediterranean,2023,81,4742
1001135,Seda Kaya,grocery,Southeast,2024,98,4282
1001136,Kerem Celik,books,Central Anatolia,2022,53,1804
1001137,Burak Demir,grocery,Marmara,2019,95,643
1001138,Emre Gunes,home,Mediterranean,2021,64,3462
1001139,Asli Arslan,home,Central Anatolia,2019,41,849
1001140,Can Kurt,books,Aegean,2024,70,2922
1001141,Mert Gunes,home,Marmara,2019,100,1529
1001142,Zeynep Polat,fashion,Central Anatolia,2025,96,3732
1001143,Melis Kaya,home,Mediterranean,2021,93,4060
1001144,Zeynep Polat,toys,Southeast,2020,98,2280
1001145,Deniz Kurt,fashion,Mediterranean,2021,100,1506
1001146,Asli Polat,toys,Mediterranean,2024,92,4561
1001147,Kerem Tekin,books,Aegean,2018,45,4306
1001148,Ayse Tas,fashion,Central Anatolia,2018,82,1372
1001149,Mert Polat,sports,Aegean,2025,61,4256
1001150,Burak Yaman,sports,Marmara,2020,47,3192
1001151,Elif Yaman,electronics,Central Anatolia,2024,70,1569
1001152,Deniz Yaman,books,Aegean,2024,93,1266
1001153,Burak Yilmaz,toys,Central Anatolia,2019,69,3535
1001154,Elif Celik,sports,Southeast,2022,60,4885
1001155,Elif Kaya,grocery,Aegean,2023,50,949
1001156,Zeynep Celik,grocery,Mediterranean,2021,75,923
1001157,Ayse Arslan,sports,Aegean,2021,99,631
1001158,Zeynep Kaya,sports,Marmara,2020,98,1314
1001159,Ece Aksoy,electronics,Mediterranean,2021,46,1202
1001160,Yigit Arslan,sports,Southeast,2024,51,4853
1001161,Deniz Tas,toys,Aegean,2020,93,2892
1001162,Melis Aksoy,sports,Mediterranean,2018,57,1452
1001163,Ayse Tas,toys,Southeast,2022,61,2867
1001164,Melis Yaman,toys,Black Sea,2018,97,4041
1001165,Kerem Aydin,fashion,Mediterranean,2020,60,3046
1001166,Kerem Yaman,toys,Central Anatolia,2022,47,1110
1001167,Deniz Tas,electronics,Central Anatolia,2019,95,4355
1001168,Emre Yilmaz,home,Black Sea,2018,43,2787
1001169,Derya Sahin,toys,Central Anatolia,2025,48,4590
1001170,Seda Sahin,grocery,Black Sea,2018,72,955
1001171,Asli Kaya,grocery,Aegean,2020,63,3372
1001172,Deniz Arslan,sports,Black Sea,2023,60,1799
1001173,Irem Yilmaz,fashion,Aegean,2021,98,4614
1001174,Deniz Aksoy,home,Black Sea,2022,55,3453
1001175,Ayse Sahin,fashion,Central Anatolia,2023,65,903
1001176,Deniz Kurt,grocery,Aegean,2023,79,3092
1001177,Seda Sahin,fashion,Southeast,2025,77,1001
1001178,Melis Kaya,books,Marmara,2021,41,4947
1001179,Irem Kaya,home,Marmara,2021,100,612
1001180,Emre Kaya,sports,Mediterranean,2022,96,2965
1001181,Melis Celik,sports,Aegean,2025,50,3487
1001182,Can Kurt,home,Southeast,2024,67,920
1001183,Ayse Yilmaz,grocery,Black Sea,2025,50,3049
1001184,Seda Yaman,books,Mediterranean,2018,70,1270
1001185,Melis Tas,toys,Mediterranean,2023,51,4733
1001186,Deniz Kurt,toys,Aegean,2018,76,4525
1001187,Melis Yilmaz,grocery,Central Anatolia,2025,51,3550
1001188,Seda Aydin,fashion,Aegean,2018,47,3713
1001189,Yigit Yaman,books,Marmara,2021,58,4386
1001190,Yigit Kaya,home,Mediterranean,2023,70,2543
1001191,Ece Kaya,fashion,Aegean,2022,43,2609
1001192,Burak Tekin,toys,Mediterranean,2019,70,3140
1001193,Elif Gunes,toys,Central Anatolia,2021,49,2068
1001194,Zeynep Sahin,books,Southeast,2022,68,4854
1001195,Zeynep Sahin,fashion,Marmara,2019,59,2441
1001196,Elif Tekin,sports,Central Anatolia,2020,66,1691
1001197,Can Sahin,home,Aegean,2021,64,4067
1001198,Kerem Aydin,sports,Mediterranean,2023,63,3473
1001199,Zeynep Arslan,grocery,Marmara,2020,48,1631
1001200,Mert Kaya,sports,Southeast,2021,86,1788
1001201,Irem Yilmaz,fashion,Black Sea,2019,43,4944
1001202,Ayse Aydin,grocery,Black Sea,2020,43,1787
1001203,Kerem Kurt,toys,Southeast,2019,73,1876
1001204,Emre Yilmaz,toys,Aegean,2024,42,1142
1001205,Melis Arslan,fashion,Mediterranean,2023,94,2506
1001206,Burak Yilmaz,sports,Southeast,2023,86,1881
1001207,Yigit Kurt,books,Central Anatolia,2021,75,3544
1001208,Asli Kurt,sports,Southeast,2025,91,2197
1001209,Zeynep Yaman,home,Marmara,2018,74,761
1001210,Kerem Demir,sports,Central Anatolia,2022,94,3936
1001211,Asli Arslan,fashion,Aegean,2023,40,3760
1001212,Mert Celik,home,Black Sea,2018,90,3276
1001213,Emre Arslan,sports,Southeast,2021,51,4370
1001214,Melis Tas,toys,Southeast,2018,71,1180
1001215,Ece Kaya,electronics,Marmara,2019,42,2664
1001216,Zeynep Aydin,books,Aegean,2022,93,854
1001217,Zeynep Polat,toys,Marmara,2024,87,574
1001218,Burak Celik,fashion,Marmara,2022,81,2535
1001219,Asli Kurt,home,Black Sea,2023,48,3174
1001220,Can Sahin,fashion,Marmara,2023,41,4138
1001221,Yigit Gunes,home,Black Sea,2024,57,1891
1001222,Emre Polat,fashion,Central Anatolia,2018,86,3485
1001223,Burak Sahin,electronics,Central Anatolia,2023,88,933
1001224,Seda Yaman,toys,Marmara,2018,44,4567
1001225,Yigit Kaya,electronics,Black Sea,2021,84,527
1001226,Irem Yilmaz,electronics,Black Sea,2025,59,4951
1001227,Elif Celik,toys,Aegean,2023,98,4213
1001228,Asli Gunes,fashion,Mediterranean,2019,53,4564
1001229,Irem Demir,electronics,Southeast,2025,44,2418
1001230,Derya Arslan,sports,Aegean,2020,48,3110
1001231,Yigit Aydin,grocery,Mediterranean,2022,45,2759
1001232,Zeynep Kaya,fashion,Southeast,2020,58,2753
1001233,Seda Kaya,books,Central Anatolia,2018,71,3355
1001234,Irem Polat,sports,Central Anatolia,2025,91,2772
1001235,Irem Yaman,electronics,Aegean,2019,48,2290
1001236,Emre Aksoy,sports,Central Anatolia,2023,43,4112
1001237,Ece Tekin,sports,Aegean,2020,93,3174
1001238,Kerem Polat,sports,Mediterranean,2022,88,4295
1001239,Deniz Polat,grocery,Aegean,2020,57,3888
1001240,Irem Sahin,grocery,Aegean,2023,55,2851
1001241,Ayse Gunes,electronics,Black Sea,2024,78,1687
1001242,Asli Aydin,toys,Black Sea,2021,52,1198
1001243,Ece Yilmaz,electronics,Central Anatolia,2023,63,3166
1001244,Asli Polat,home,Mediterranean,2025,99,2217
1001245,Mert Yaman,home,Central Anatolia,2020,40,4152
1001246,Ayse Yaman,sports,Black Sea,2024,81,4152
1001247,Elif Demir,sports,Southeast,2021,44,1914
1001248,Burak Celik,electronics,Central Anatolia,2025,45,1435
1001249,Yigit Aksoy,sports,Marmara,2020,73,3249
1001250,Mert Demir,grocery,Mediterranean,2025,67,2178
1001251,Yigit Demir,fashion,Marmara,2023,83,4622
1001252,Yigit Yaman,fashion,Aegean,2020,65,2415
1001253,Yigit Celik,books,Mediterranean,2018,98,3601
1001254,Asli Arslan,grocery,Black Sea,2021,88,571
1001255,Seda Gunes,books,Marmara,2024,73,1602
1001256,Deniz Yilmaz,sports,Central Anatolia,2018,95,1202
1001257,Ece Sahin,grocery,Mediterranean,2020,97,1893
1001258,Mert Aydin,books,Black Sea,2023,56,2223
1001259,Asli Gunes,home,Central Anatolia,2018,62,3297
1001260,Can Tas,fashion,Southeast,2021,53,2152
1001261,Irem Gunes,sports,Black Sea,2023,81,1145
1001262,Can Aksoy,grocery,Black Sea,2022,67,2362
1001263,Yigit Celik,sports,Southeast,2021,86,4255
1001264,Zeynep Yaman,books,Central Anatolia,2021,70,3429
1001265,Burak Demir,sports,Black Sea,2022,60,1665
1001266,Zeynep Arslan,toys,Marmara,2022,89,4003
1001267,Melis Arslan,home,Mediterranean,2021,66,3137
1001268,Zeynep Polat,books,Mediterranean,2019,77,4372
1001269,Can Celik,toys,Aegean,2025,46,4367
1001270,Asli Yilmaz,electronics,Southeast,2018,50,2182
1001271,Zeynep Celik,books,Mediterranean,2021,86,4584
1001272,Yigit Kaya,books,Central Anatolia,2020,95,2330
1001273,Irem Demir,home,Black Sea,2024,64,563
1001274,Asli Arslan,electronics,Southeast,2024,68,4717
1001275,Irem Aydin,books,Mediterranean,2021,40,2103
1001276,Kerem Kurt,sports,Southeast,2025,100,1604
1001277,Burak Aydin,books,Aegean,2021,57,3552
1001278,Ayse Tas,grocery,Southeast,2023,70,2444
1001279,Melis Polat,fashion,Marmara,2025,89,964
1001280,Derya Polat,electronics,Marmara,2023,85,1332
1001281,Ece Tekin,books,Mediterranean,2019,96,4021
1001282,Melis Demir,toys,Mediterranean,2022,77,1932
1001283,Ece Yaman,electronics,Black Sea,2023,49,2711
1001284,Mert Sahin,fashion,Mediterranean,2022,85,3066
1001285,Yigit Yilmaz,home,Central Anatolia,2021,57,2386
1001286,Can Gunes,fashion,Aegean,2021,78,2643
1001287,Yigit Yilmaz,books,Southeast,2020,63,4277
1001288,Kerem Arslan,books,Mediterranean,2023,40,3862
1001289,Kerem Tekin,books,Southeast,2023,85,1027
1001290,Elif Yaman,toys,Aegean,2019,86,2360
1001291,Derya Kurt,books,Southeast,2021,76,817
1001292,Burak Gunes,sports,Southeast,2023,40,4522
1001293,Melis Yilmaz,grocery,Central Anatolia,2019,55,4904
1001294,Kerem Yaman,electronics,Southeast,2022,91,4453
1001295,Emre Tekin,toys,Marmara,2021,95,1241
1001296,Yigit Sahin,sports,Central Anatolia,2019,70,1307
1001297,Ayse Kurt,books,Central Anatolia,2018,95,1090
1001298,Asli Demir,sports,Marmara,2025,48,4010
1001299,Derya Demir,fashion,Central Anatolia,2024,98,4551
1001300,Emre Arslan,home,Mediterranean,2025,98,2526
1001301,Mert Demir,electronics,Mediterranean,2025,89,3074
1001302,Emre Yilmaz,home,Central Anatolia,2022,53,2175
1001303,Zeynep Arslan,toys,Central Anatolia,2018,81,1186
1001304,Kerem Tekin,toys,Mediterranean,2021,76,3421
1001305,Can Tas,home,Southeast,2021,71,1921
1001306,Derya Kaya,home,Central Anatolia,2025,75,4292
1001307,Kerem Tas,sports,Marmara,2022,47,645
1001308,Ayse Demir,books,Central Anatolia,2024,62,2728
1001309,Zeynep Demir,home,Mediterranean,2022,85,723
1001310,Emre Arslan,toys,Southeast,2021,88,2515
1001311,Kerem Aydin,grocery,Southeast,2022,55,4397
1001312,Burak Tekin,sports,Aegean,2024,83,1172
1001313,Can Yaman,fashion,Southeast,2020,43,1984
1001314,Asli Yilmaz,fashion,Black Sea,2021,87,4093
1001315,Mert Polat,books,Aegean,2021,57,1872
1001316,Elif Tas,books,Black Sea,2024,59,971
1001317,Irem Arslan,electronics,Marmara,2018,56,2812
1001318,Asli Tas,grocery,Aegean,2025,48,4843
1001319,Yigit Yaman,grocery,Marmara,2020,53,3343
1001320,Ece Yilmaz,sports,Southeast,2024,72,2072
1001321,Kerem Tekin,electronics,Black Sea,2021,44,2963
1001322,Can Demir,home,Aegean,2020,52,2204
1001323,Irem Aydin,electronics,Southeast,2020,74,3993
1001324,Irem Tas,fashion,Southeast,2024,55,4240
1001325,Deniz Celik,grocery,Mediterranean,2021,88,1356
1001326,Mert Celik,toys,Mediterranean,2020,92,1682
1001327,Ayse Gunes,electronics,Aegean,2020,71,860
1001328,Kerem Aksoy,electronics,Marmara,2025,66,1565
1001329,Irem Polat,fashion,Mediterranean,2024,90,1021
1001330,Zeynep Demir,grocery,Aegean,2018,60,4777
1001331,Deniz Aksoy,fashion,Marmara,2023,53,1212
1001332,Yigit Kurt,sports,Black Sea,2020,80,4515
1001333,Emre Tas,sports,Mediterranean,2021,50,3140
1001334,Mert Polat,fashion,Black Sea,2024,58,3969
1001335,Seda Yaman,home,Central Anatolia,2018,92,1188
1001336,Seda Yaman,sports,Black Sea,2024,45,2998
1001337,Yigit Yilmaz,fashion,Aegean,2018,63,1585
1001338,Deniz Arslan,electronics,Central Anatolia,2019,47,3853
1001339,Ayse Gunes,grocery,Marmara,2020,60,3635
1001340,Burak Kurt,electronics,Southeast,2018,96,3613
1001341,Melis Gunes,grocery,Aegean,2025,57,1302
1001342,Emre Tas,grocery,Aegean,2025,87,786
1001343,Burak Aksoy,grocery,Southeast,2023,63,4305
1001344,Elif Kaya,electronics,Marmara,2024,99,658
1001345,Mert Aksoy,home,Black Sea,2021,66,2947
1001346,Yigit Arslan,home,Black Sea,2021,49,3213
1001347,Derya Tas,grocery,Black Sea,2024,89,4491
1001348,Kerem Arslan,toys,Black Sea,2021,90,1954
1001349,Kerem Kurt,grocery,Black Sea,2020,79,2017
1001350,Zeynep Kaya,books,Aegean,2018,78,3950
1001351,Asli Yaman,electronics,Mediterranean,2021,41,4558
1001352,Burak Arslan,home,Black Sea,2021,87,1687
1001353,Deniz Gunes,fashion,Marmara,2022,72,3622
1001354,Ayse Aksoy,grocery,Mediterranean,2023,56,1716
1001355,Emre Tas,sports,Central Anatolia,2024,41,3693
1001356,Asli Celik,fashion,Central Anatolia,2024,51,3131
1001357,Yigit Yaman,grocery,Black Sea,2025,52,4001
1001358,Mert Arslan,electronics,Aegean,2024,90,3324
1001359,Burak Arslan,sports,Black Sea,2024,84,3749
1001360,Melis Aydin,grocery,Black Sea,2018,75,813
1001361,Can Kaya,grocery,Black Sea,2019,73,3127
1001362,Irem Tekin,toys,Central Anatolia,2021,90,1691
1001363,Derya Yaman,toys,Central Anatolia,2020,56,645
1001364,Elif Yaman,electronics,Aegean,2024,42,2569
1001365,Asli Kaya,fashion,Black Sea,2023,70,2876
1001366,Kerem Celik,electronics,Central Anatolia,2018,90,3246
1001367,Ece Polat,home,Aegean,2019,45,4385
1001368,Asli Tas,grocery,Mediterranean,2018,47,2670
1001369,Ayse Kurt,toys,Aegean,2020,47,3065
1001370,Melis Tas,sports,Southeast,2018,55,3821
1001371,Elif Gunes,fashion,Central Anatolia,2021,86,4251
1001372,Yigit Demir,electronics,Marmara,2023,61,3780
1001373,Melis Arslan,home,Marmara,2023,47,661
1001374,Yigit Kurt,grocery,Aegean,2020,44,4666
1001375,Irem Aksoy,sports,Southeast,2025,48,773
1001376,Emre Yilmaz,fashion,Central Anatolia,2018,64,3050
1001377,Derya Sahin,grocery,Marmara,2019,91,3766
1001378,Mert Yaman,sports,Southeast,2019,65,4093
1001379,Emre Sahin,books,Marmara,2022,79,3306
1001380,Deniz Aydin,fashion,Southeast,2022,62,3099
1001381,Kerem Sahin,fashion,Marmara,2022,99,2623
1001382,Yigit Tas,toys,Marmara,2025,83,4970
1001383,Irem Polat,toys,Central Anatolia,2021,50,2608
1001384,Deniz Yilmaz,books,Aegean,2022,82,1309
1001385,Kerem Celik,home,Southeast,2021,47,1344
1001386,Zeynep Sahin,grocery,Mediterranean,2019,70,788
1001387,Deniz Tas,home,Black Sea,2021,65,1121
1001388,Emre Yilmaz,books,Mediterranean,2020,93,612
1001389,Zeynep Demir,grocery,Southeast,2024,41,4527
1001390,Derya Demir,electronics,Black Sea,2023,41,2272
1001391,Can Aydin,books,Mediterranean,2022,57,604
1001392,Ece Yilmaz,books,Southeast,2020,92,1061
1001393,Seda Aydin,grocery,Black Sea,2022,79,640
1001394,Kerem Demir,electronics,Southeast,2018,88,2107
1001395,Burak Celik,books,Marmara,2021,43,3787
1001396,Seda Aydin,fashion,Black Sea,2025,52,877
1001397,Zeynep Aksoy,sports,Central Anatolia,2024,44,4705
1001398,Elif Tekin,books,Southeast,2025,95,4306
1001399,Ayse Aksoy,home,Central Anatolia,2019,62,3698
1001400,Ayse Tas,sports,Central Anatolia,2023,72,4848
1001401,Emre Aydin,toys,Black Sea,2018,72,1388
1001402,Asli Aksoy,books,Central Anatolia,2020,47,1699
1001403,Burak Kaya,fashion,Southeast,2021,73,4314
1001404,Can Aydin,sports,Aegean,2020,48,2356
1001405,Asli Kaya,fashion,Mediterranean,2018,89,4376
1001406,Ece Polat,sports,Black Sea,2021,71,1508
1001407,Asli Aksoy,electronics,Central Anatolia,2019,71,4047
1001408,Yigit Arslan,fashion,Mediterranean,2018,45,1955
1001409,Emre Celik,fashion,Central Anatolia,2025,67,3278
1001410,Yigit Tekin,toys,Black Sea,2021,50,1923
1001411,Yigit Yilmaz,home,Black Sea,2018,47,2756
1001412,Seda Kaya,electronics,Aegean,2021,43,578
1001413,Elif Demir,sports,Mediterranean,2023,82,1236
1001414,Ayse Aydin,sports,Black Sea,2020,76,2359
1001415,Burak Polat,books,Southeast,2022,40,2586
1001416,Melis Sahin,home,Aegean,2022,43,2199
1001417,Emre Tekin,sports,Aegean,2020,95,4248
1001418,Burak Tas,electronics,Southeast,2021,42,1301
1001419,Elif Kurt,toys,Marmara,2021,68,759
1001420,Deniz Aydin,grocery,Mediterranean,2021,78,3508
1001421,Melis Tekin,home,Marmara,2020,47,3545
1001422,Yigit Arslan,books,Marmara,2018,72,2995
1001423,Deniz Sahin,home,Southeast,2024,75,1516
1001424,Ece Demir,grocery,Southeast,2023,61,1546
1001425,Seda Demir,sports,Aegean,2019,45,859
1001426,Can Demir,toys,Mediterranean,2019,56,1379
1001427,Seda Tas,fashion,Central Anatolia,2025,45,511
1001428,Kerem Kurt,sports,Marmara,2018,61,2932
